name,address,price,foot,footprice,district,"tag"
清華街高層B室,清華街,650,548,11861,北角,"分層單位
大廈"
宇宙閣2座高層A1室,建華街18-26號,920,780,11794,北角,"分層單位
大廈"
渣華道低層84號,渣華道,950,816,11642,北角,"分層單位
大廈"
華曦大廈低層B室,堡壘街10-16號,785,677,11595,北角,"分層單位
大廈"
華曦大廈高層A室,堡壘街10-16號,1400,1212,11551,北角,"分層單位
大廈"
建明閣高層2B號(B室),琴行街2A-2B號,533,464,11487,北角,"分層單位
大廈"
百福花園鴻福閣高層F室,天后廟道169號,628,547,11480,北角,"分層單位
大廈"
昌明洋樓A座低層4室,英皇道480號,800,698,11461,北角,"分層單位
大廈"
得勝大樓低層B室(94號),渣華道88-94號,400,350,11434,北角,"分層單位
大廈"
新都城大廈中層32室,英皇道416-438號,650,578,11245,北角,"分層單位
大廈
有寵屋苑"
高發大廈低層C室,渣華道62-68號,548,488,11229,北角,"分層單位
大廈"
美輪大廈中層G室,書局街1-25號,510,460,11086,北角,"分層單位
大廈"
百福花園鴻福閣高層E室,天后廟道169號,660,597,11055,北角,"分層單位
大廈"
五洲大廈高層F室,英皇道290-304號,570,516,11046,北角,"分層單位
大廈
有寵屋苑"
五洲大廈低層G室,英皇道290-304號,588,533,11031,北角,"分層單位
大廈
有寵屋苑"
城市花園1期2座低層B室,電氣道233號,890,807,11028,北角,"分層單位
大廈"
百福花園百德閣中層A室,天后廟道167號,788,716,11005,北角,"分層單位
大廈"
錦屏樓A座高層4室,錦屏街63-69號,438,404,10841,北角,"分層單位
大廈
有寵屋苑"
百福花園百祥閣高層G室,天后廟道163號,620,591,10490,北角,"分層單位
大廈"
恒英大廈高層3室,英皇道318-328號,575,556,10341,北角,"分層單位
大廈"
百福花園百祥閣低層G室,天后廟道163號,560,547,10237,北角,"分層單位
大廈"
美輪大廈中層I室,書局街1-25號,738,725,10179,北角,"分層單位
大廈"
僑冠大廈A座中層9室,英皇道395號,518,523,9904,北角,"分層單位
大廈"
新都城大廈低層35室,英皇道416-438號,550,578,9515,北角,"分層單位
大廈
有寵屋苑"
仁德大廈中層L室,春秧街93-113號,488,518,9420,北角,"分層單位
大廈
有寵屋苑"
南方大廈高層B室,英皇道257-273號,468,501,9341,北角,"分層單位
大廈
有寵屋苑"
東發大廈A座中層A4室(27號),錦屏街21-61號,535,587,9114,北角,"分層單位
大廈"
新都城大廈高層42室,英皇道416-438號,438,485,9030,北角,"頂層
大廈
有寵屋苑"
錦屏樓C座高層6室,錦屏街63-69號,380,424,8962,北角,"分層單位
大廈
有寵屋苑"
僑冠大廈A座低層13室,英皇道395號,550,616,8928,北角,"分層單位
大廈"
健康村1期康輝閣(3座)中層F室,七姊妹道190號,750,592,,北角,"分層單位
大廈"
健康村2期康祥閣(1A座)高層H室,英皇道668號,510,319,,北角,"分層單位
大廈"
健康村2期康欣閣(1B座)高層A室,英皇道668號,510,319,,北角,"分層單位
大廈"
賽西湖大廈4座中層B室,寶馬山道21號,5200,1467,35446,北角半山,"分層單位
大廈
有寵屋苑"
海天峰1座中層A室,雲景道35號,3000,998,30060,北角半山,"分層單位
大廈
有寵屋苑"
雲峰大廈B座高層2室,天后廟道148-150號,4900,1650,29696,北角半山,"分層單位
大廈
有寵屋苑"
海天峰1座低層A室,雲景道35號,2800,1000,28000,北角半山,"分層單位
大廈
有寵屋苑"
豪廷峰2座高層A室,炮台山道28號,2300,848,27122,北角半山,"分層單位
大廈
有寵屋苑"
賽西湖大廈1座高層A室,寶馬山道15號,2980,1124,26512,北角半山,"分層單位
大廈
有寵屋苑
露台
車位"
賽西湖大廈3座中層A室,寶馬山道19號,2980,1124,26512,北角半山,"分層單位
大廈
有寵屋苑"
雲景台E-F座低層E室,雲景道38號,2800,1065,26291,北角半山,"分層單位
大廈
車位"
慧雅閣B座高層1室,天后廟道200號,4500,1734,25951,北角半山,"分層單位
大廈
有寵屋苑"
興漢大廈高層B室,英皇道26-36號,1188,466,25493,北角半山,"分層單位
大廈"
雅景臺低層F室,雲景道40號,2600,1035,25120,北角半山,"分層單位
大廈
平台"
寶馬山花園1期8座中層B室,寶馬山道1號,2100,845,24852,北角半山,"分層單位
大廈"
珊瑚閣A1-A2座高層A2座,天后廟道116-126號,2880,1173,24552,北角半山,"分層單位
大廈"
寶馬山花園2期9座高層B室,寶馬山道1號,1950,845,23076,北角半山,"分層單位
大廈"
珊瑚閣A5-A6座高層A6座,天后廟道116-126號,2680,1173,22847,北角半山,"分層單位
大廈"
賽西湖大廈11座低層A室,寶馬山道35號,2530,1124,22508,北角半山,"分層單位
大廈
有寵屋苑"
寶馬山花園1期2座高層B室,寶馬山道1號,1800,803,22415,北角半山,"分層單位
大廈"
珊瑚閣A1-A2座低層A1座,天后廟道116-126號,2600,1173,22165,北角半山,"分層單位
大廈"
景暉閣高層A室,天后廟道19-21號,880,400,22000,北角半山,"分層單位
大廈"
萬德閣B座高層4室,雲景道46號,1550,713,21739,北角半山,"分層單位
大廈"
豪廷峰2座低層B室,炮台山道28號,1700,792,21464,北角半山,"分層單位
大廈
有寵屋苑"
康福臺8號高層A室,康福臺8號,1780,836,21291,北角半山,"分層單位
大廈"
景暉閣高層A室,天后廟道19-21號,850,400,21250,北角半山,"分層單位
大廈
連租約"
賽西湖大廈9座低層A室,寶馬山道31號,2680,1297,20663,北角半山,"分層單位
大廈
有寵屋苑"
萬德閣A座高層2室,雲景道46號,2380,1154,20623,北角半山,"分層單位
大廈"
賽西湖大廈13座中層B室,寶馬山道39號,2300,1124,20462,北角半山,"分層單位
大廈
有寵屋苑"
賽西湖大廈15座中層B室,寶馬山道43號,2300,1124,20462,北角半山,"分層單位
大廈
有寵屋苑"
富豪閣2座高層A室,雲景道56號,1750,869,20138,北角半山,"分層單位
大廈
有寵屋苑"
寶馬山花園1期8座低層B室,寶馬山道1號,1700,845,20118,北角半山,"分層單位
大廈"
天寶大廈A座高層C室,寶馬山道4號,1930,962,20062,北角半山,"分層單位
大廈"
富澤花園富慧閣低層A室,炮台山道32號,1600,798,20050,北角半山,"分層單位
大廈"
景暉閣高層A室,天后廟道19-21號,800,400,20000,北角半山,"分層單位
大廈"
景暉閣高層B室,天后廟道19-21號,800,400,20000,北角半山,"分層單位
大廈"
豪廷峰1座低層A室,炮台山道28號,1150,580,19827,北角半山,"分層單位
大廈
有寵屋苑"
富澤花園富慧閣高層G室,炮台山道32號,1368,696,19655,北角半山,"分層單位
大廈"
景暉閣低層A室,天后廟道19-21號,780,400,19500,北角半山,"分層單位
大廈"
維景臺高層B室,天后廟道25號,1800,932,19313,北角半山,"分層單位
大廈"
富澤花園富慧閣高層E室,炮台山道32號,1650,857,19253,北角半山,"分層單位
大廈"
寶馬臺A-D座高層A座,卑利瑪臺1號,1380,718,19220,北角半山,"分層單位
大廈
有寵屋苑
露台
車位"
維景臺高層B室,天后廟道25號,1750,932,18776,北角半山,"分層單位
大廈"
寶馬山花園1期2座高層C室,寶馬山道1號,1500,806,18610,北角半山,"分層單位
大廈"
康福臺8號中層C室,康福臺8號,1550,835,18562,北角半山,"分層單位
大廈"
雲峰大廈D座低層2室,天后廟道156-158號,2600,1407,18479,北角半山,"分層單位
大廈
有寵屋苑"
景暉閣中層A室,天后廟道19-21號,738,400,18450,北角半山,"分層單位
大廈"
富澤花園富慧閣低層C室,炮台山道32號,1280,696,18390,北角半山,"分層單位
大廈"
萬德閣B座低層5室,雲景道46號,1300,717,18131,北角半山,"分層單位
大廈"
富澤花園富威閣低層F室,炮台山道32號,1180,652,18098,北角半山,"分層單位
大廈"
峰景大廈G-H座低層G室,雲景道60號,2100,1163,18056,北角半山,"分層單位
大廈
有寵屋苑"
萬德閣B座低層2室,雲景道46號,1280,717,17852,北角半山,"分層單位
大廈"
萬德閣B座高層3室,雲景道46號,1180,663,17797,北角半山,"分層單位
大廈"
富澤花園富嘉閣中層G室,炮台山道32號,1180,667,17691,北角半山,"分層單位
大廈"
富麗園A座中層4室,雲景道50號,1200,681,17621,北角半山,"分層單位
大廈
有寵屋苑"
寶馬臺A-D座中層B座,卑利瑪臺1號,1280,728,17582,北角半山,"分層單位
大廈
有寵屋苑"
豐林閣2座中層C室,寶馬山道24號,1280,728,17582,北角半山,"分層單位
大廈"
萬德閣B座中層5室,雲景道46號,1250,717,17433,北角半山,"分層單位
大廈"
富麗園A座中層1室,雲景道50號,1450,837,17323,北角半山,"分層單位
大廈
有寵屋苑"
珊瑚閣B4-B6座中層B6座,雲景道51-67號,1500,877,17103,北角半山,"分層單位
大廈"
興漢大廈低層A室,英皇道26-36號,768,452,16991,北角半山,"分層單位
大廈"
富麗園A座中層2室,雲景道50號,1420,837,16965,北角半山,"分層單位
大廈
有寵屋苑"
富澤花園富慧閣低層C室,炮台山道32號,1180,696,16954,北角半山,"分層單位
大廈"
富澤花園富達閣高層G室,炮台山道32號,1100,652,16871,北角半山,"分層單位
大廈"
珊瑚閣C1-C3座低層C2座,雲景道51-67號,1100,654,16819,北角半山,"分層單位
大廈"
富豪閣4座高層A室,雲景道56號,900,538,16728,北角半山,"分層單位
大廈
有寵屋苑"
富豪閣4座高層C室,雲景道56號,1200,718,16713,北角半山,"分層單位
大廈
有寵屋苑"
寶馬臺Q-T座低層Q座,卑利瑪臺1號,1200,718,16713,北角半山,"分層單位
大廈
有寵屋苑"
富澤花園富嘉閣高層G室,炮台山道32號,1100,667,16491,北角半山,"分層單位
大廈"
珊瑚閣A1-A2座低層A2座,天后廟道116-126號,1928,1173,16436,北角半山,"分層單位
大廈"
富澤花園富邦閣低層E室,炮台山道32號,1050,645,16279,北角半山,"分層單位
大廈"
富麗園C座中層4室,雲景道50號,1100,681,16152,北角半山,"分層單位
大廈
有寵屋苑"
興漢大廈低層F室,英皇道26-36號,800,504,15873,北角半山,"分層單位
大廈"
康德大廈低層8室,天后廟道95-97號,1700,1109,15329,北角半山,"分層單位
大廈
平台
車位"
富豪閣3座高層B室,雲景道56號,1100,723,15214,北角半山,"分層單位
大廈
有寵屋苑"
富澤花園富嘉閣低層E室,炮台山道32號,1000,661,15128,北角半山,"分層單位
大廈"
寶馬臺A-D座低層D座,卑利瑪臺1號,1100,728,15109,北角半山,"分層單位
大廈
有寵屋苑
車位"
寶馬臺A-D座中層B座,卑利瑪臺1號,1100,728,15109,北角半山,"分層單位
大廈
有寵屋苑"
富麗園C座低層2室,雲景道50號,1250,837,14934,北角半山,"分層單位
大廈
有寵屋苑"
富澤花園富威閣中層E室,炮台山道32號,950,645,14728,北角半山,"分層單位
大廈"
富麗園C座高層4室,雲景道50號,1000,681,14684,北角半山,"分層單位
大廈
有寵屋苑"
康德大廈中層3室,天后廟道95-97號,1400,962,14553,北角半山,"分層單位
大廈"
富澤花園富威閣低層E室,炮台山道32號,900,645,13953,北角半山,"分層單位
大廈"
寶馬臺A-D座低層B座,卑利瑪臺1號,930,728,12774,北角半山,"分層單位
大廈
有寵屋苑"
傲翔灣畔中層A室,域多利道86號,4400,524,83969,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
車位"
維壹中層D室,德輔道西458號,5000,1127,44365,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
露台"
KensingtonHill高層A室,高街98號,10000,2276,43936,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
露台
天台"
西浦高層B室,皇后大道西189號,6000,1368,43859,堅尼地城西營盤,"分層單位
大廈"
藝里坊．2號中層K室,忠正街1號,808,196,41224,堅尼地城西營盤,"分層單位
大廈"
翰林峰5座中層E室,皇后大道西460號,900,224,40198,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
露台"
西邊街15號低層C室,西邊街15號,800,212,37735,堅尼地城西營盤,"分層單位
大廈"
維港峰中層C室,干諾道西180號,3900,1061,36757,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
瑧蓺低層F室,西源里1號,698,193,36165,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
平台"
麗景大廈高層C室,域多利道80號,2800,780,35897,堅尼地城西營盤,"分層單位
大廈"
維壹高層B室,德輔道西458號,4200,1172,35836,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
車位"
聚賢居1座高層C室,荷李活道108號,2880,812,35467,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
露台"
維港峰低層C室,干諾道西180號,1890,540,35000,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
連租約"
聚賢居2座低層C室,荷李活道108號,2550,733,34788,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
平台"
維壹低層C室,德輔道西458號,2300,662,34743,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
加多近山高層A室,加多近街37A號,3150,916,34388,堅尼地城西營盤,"分層單位
大廈"
瑧蓺高層G室,西源里1號,1180,347,34005,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
藝里坊．1號中層D室,忠正街8號,880,259,33976,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
露台"
加多近山高層A室,加多近街37A號,3100,916,33842,堅尼地城西營盤,"分層單位
大廈"
藝里坊．1號中層C室,忠正街8號,850,253,33596,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
翰林峰1座中層D室,皇后大道西460號,730,218,33486,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
露台"
尚賢居高層A室,士丹頓街72號,2600,779,33376,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
翰林峰3座高層C室,皇后大道西460號,650,195,33333,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
露台"
翰林峰2座中層B室,皇后大道西460號,1100,332,33132,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
翰林軒2座高層E室,蒲飛路23號,3700,1117,33124,堅尼地城西營盤,"分層單位
大廈"
ImperialKennedy高層A室,卑路乍街68號,2980,901,33074,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
西邊街15號低層E室,西邊街15號,1136,344,33023,堅尼地城西營盤,"分層單位
大廈"
翰林峰3座高層C室,皇后大道西460號,640,195,32820,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
露台"
藝里坊．1號中層D室,忠正街8號,850,259,32818,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
藝里坊．1號低層D室,忠正街8號,850,259,32818,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
藝里坊．2號高層C室,忠正街1號,830,253,32806,堅尼地城西營盤,"分層單位
大廈"
翰林峰1座中層C室,皇后大道西460號,1400,427,32786,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
露台
連租約"
藝里坊．1號低層G室,忠正街8號,750,230,32608,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
翰林峰5座高層B室,皇后大道西460號,700,215,32558,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
露台"
瑧蓺高層K室,西源里1號,738,227,32511,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
露台"
瑧蓺低層J室,西源里1號,640,197,32487,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
平台"
藝里坊．2號高層K室,忠正街1號,630,196,32142,堅尼地城西營盤,"分層單位
大廈"
曉譽中層A室,加倫臺36號,1680,524,32061,堅尼地城西營盤,"分層單位
大廈"
翰林峰3座中層D室,皇后大道西460號,638,199,32060,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
露台"
薈臻高層A室,桂香街1號,1050,328,32012,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
加多近山高層C室,加多近街37A號,1200,377,31830,堅尼地城西營盤,"分層單位
大廈"
加多近山高層D室,加多近街37A號,1300,410,31707,堅尼地城西營盤,"分層單位
大廈
露台"
加多近山中層D室,加多近街37A號,1300,410,31707,堅尼地城西營盤,"分層單位
大廈"
加多近山中層A室,加多近街37A號,2900,915,31693,堅尼地城西營盤,"分層單位
大廈"
藝里坊．1號低層C室,忠正街8號,798,253,31541,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
翰林峰5座高層C室,皇后大道西460號,680,216,31481,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
露台"
瑧蓺高層F室,西源里1號,680,216,31481,堅尼地城西營盤,"分層單位
大廈
有寵屋苑
露台"
懿山低層A室,第二街116-118號,1350,432,31250,堅尼地城西營盤,"分層單位
大廈
露台
平台"
翰林峰2座低層E室,皇后大道西460號,700,224,31250,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
維港峰低層D室,干諾道西180號,3700,1185,31223,堅尼地城西營盤,"分層單位
大廈
有寵屋苑"
